title,average_rating,language_code,num_pages,ratings_count,text_reviews_count,decade,quarter,tra_co,multivolume
Black Beauty,3.96,en-US,208,738,74,2000,4,1,0
Black Beauty (Coloring Book),3.96,eng,48,68,3,1990,3,1,0
Five on a Treasure Island (Famous Five  #1),4.09,eng,256,19173,658,2000,2,0,1
The Secret Seven (The Secret Seven  #1),3.87,eng,144,6881,187,2000,2,0,1
The Circus of Adventure,4.11,eng,192,12,0,1970,3,0,0
La gata perdida = The Missing Cat (Las Aventuras de Nicolas = Adventures with Nicholas),4.14,spa,64,0,0,2000,3,1,0
La Chatte Perdue = The Missing Cat (Les Aventures avec Nicolas = Adventures with Nicholas),4.14,fre,64,1,0,2000,3,0,0
The Mystery of the Missing Cat,3.82,eng,119,5,0,1990,1,1,0
Die Verschwundene Katze = The Missing Cat,4.14,ger,64,1,0,1990,1,0,0
The Trolley Car Family,4.14,eng,256,314,46,1980,3,1,0
Rose in Bloom (Eight Cousins  #2),4.04,eng,302,19389,382,1990,3,0,1
The Quiet Little Woman: A Christmas Story,3.67,eng,122,1195,191,2000,2,1,0
Louisa May Alcott on Race  Sex  and Slavery,3.94,eng,160,18,5,1990,2,1,0
An Old-Fashioned Thanksgiving,3.71,eng,32,659,87,2000,3,1,0
Moods,3.4,eng,538,314,48,1990,1,0,0
The Girlhood Diary of Louisa May Alcott  1843-1846: Writings of a Young Author,3.91,eng,32,29,0,2000,3,1,0
These Happy Golden Years (Little House  #8),4.19,en-US,289,311,22,1970,1,1,1
Pioneer Girl: The Story of Laura Ingalls Wilder,4.14,eng,32,440,36,2000,1,1,0
The Norton Anthology of Short Fiction,4.18,en-US,1776,663,15,2000,1,0,0
Red  White  and Black: The Peoples of Early North America,3.79,eng,362,170,7,1990,3,0,0
Homemade Love,4.18,eng,32,222,33,2000,4,1,0
The Will to Change: Men  Masculinity  and Love,4.36,eng,188,2574,322,2000,4,0,0
Killing Rage: Ending Racism,4.28,eng,288,1987,106,1990,4,0,0
Where We Stand: Class Matters,4.18,eng,164,1780,142,2000,4,0,0
All About Love: New Visions,4.01,eng,240,10928,1144,1990,4,0,0
Everybody Was Kung Fu Fighting: Afro-Asian Connections and the Myth of Cultural Purity,3.95,en-US,232,201,21,2000,4,0,0
The Darker Nations: A People's History of the Third World,3.98,eng,384,659,51,2000,1,1,0
The Karma Of Brown Folk,4.1,eng,272,344,31,2000,1,0,0
The Negro,4.32,eng,284,29,4,2000,2,1,0
Democracy Matters: Winning the Fight Against Imperialism,3.95,eng,240,102,12,2000,3,0,0
Tyranny of the Majority: Fundamental Fairness in Representative Democracy,3.87,eng,352,41,3,1990,1,1,0
More Readings From One Man's Wilderness: The Journals of Richard L. Proenneke  1974-1980,4.42,eng,496,239,5,2000,1,1,0
The Guardship (Thomas Marlowe  #1),4.01,eng,384,313,28,2000,1,0,1
Before We Were Free,3.87,en-US,192,4950,837,2000,2,0,0
Moral Disorder and Other Stories,3.63,eng,255,8270,755,2000,4,0,0
The Penelopiad,3.7,eng,198,29315,2631,2000,4,1,0
The Tent,3.7,eng,159,5061,519,2000,1,0,0
The Robber Bride,3.83,eng,528,34550,1679,1990,1,0,0
The Moth Diaries,3.49,eng,245,60,12,2000,2,0,0
Trauma,3.55,en-GB,224,344,43,2000,1,0,0
Liars and Saints,3.6,eng,272,2270,306,2000,3,0,0
The Anthropology of Turquoise: Reflections on Desert  Sea  Stone  and Sky,4.04,eng,336,1063,159,2000,3,0,0
Eating Stone: Imagination and the Loss of the Wild,4.1,eng,352,462,78,2000,4,0,0
Writing the Qualitative Dissertation: Understanding by Doing,3.73,eng,242,9,0,2000,3,0,0
The Dead Beat: Lost Souls  Lucky Stiffs  and the Perverse Pleasures of Obituaries,3.41,en-US,272,1137,231,2000,1,0,0
Dead Beat (The Dresden Files  #7),4.43,eng,517,91592,2747,2000,1,0,1
Diaries  1910-1923,4.23,eng,521,2090,90,2000,1,1,0
The Metamorphosis,3.81,en-US,48,395,30,2000,2,0,0
The Metamorphosis  In the Penal Colony  and Other Stories: The Great Short Works of Franz Kafka,4.04,eng,352,13846,193,2000,2,0,0
The Trial,3.98,eng,255,168300,3724,2000,2,1,0
Franz Kafka: The Complete Stories,4.35,en-US,486,59,3,1980,1,1,0
The Trial,3.98,eng,276,4086,372,1990,2,1,0
The Zürau Aphorisms,3.75,eng,160,648,57,2000,4,1,0
Collected Shorter Fiction: Volume I,4.41,eng,848,72,10,2000,3,1,1
The Cossacks,3.79,eng,161,4356,226,2000,1,1,0
More Adventures of the Great Brain (Great Brain  #2),4.26,eng,160,4850,138,2000,1,1,1
The Dirt: Confessions of the World's Most Notorious Rock Band,4.16,eng,430,436,50,2000,2,1,0
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),4.22,eng,216,2796,242,1990,2,0,1
Alice's Adventures in Wonderland & Through the Looking-Glass,4.07,eng,234,1469,98,1980,2,1,0
The Awakening,3.65,eng,336,937,72,1990,3,1,0
Go Down  Moses,3.93,eng,365,8289,370,1990,1,0,0
The Books of Magic,4.08,eng,200,13850,481,1990,2,1,1
The House of Mirth,3.95,eng,351,69014,3180,2000,1,1,0
House of Mirth,3.95,eng,324,220,11,2000,3,0,0
The House of Mirth,3.95,eng,359,74,9,2000,4,1,0
Light (Kefahuchi Tract  #1),3.6,eng,310,3732,415,2000,3,0,1
Beautiful Evidence,4.15,eng,213,2045,130,2000,4,0,0
The Cognitive Style of PowerPoint: Pitching Out Corrupts Within,4.08,en-US,31,924,65,2000,1,0,0
Hafen des Unglücks (Aubrey/Maturin Book 11),4.41,ger,354,6,0,2000,4,0,0
Manöver um Feuerland (The Far Side of the World) (Aubrey/Maturin Book 10),4.45,ger,478,8,0,2000,2,0,0
Post Captain (Aubrey/Maturin Book 2),4.29,eng,413,3,0,1970,4,0,0
Gefahr im Roten Meer (Treason's Harbour) (Aubrey/Maturin Book 9),4.38,ger,412,7,0,2000,2,0,0
In the Heart of the Sea: The Tragedy of the Whaleship Essex,4.16,eng,302,72656,4930,2000,2,0,0
Heart of the Sea (Gallaghers of Ardmore  #3),4.15,eng,369,24451,537,2000,4,0,1
Corazón de mar (Gallagher  #3),4.15,spa,396,12,0,2000,3,1,1
Banvard's Folly: Thirteen Tales of People Who Didn't Change the World,3.98,eng,320,513,70,2000,2,0,0
Fads and Fallacies in the Name of Science,4.06,eng,384,1022,46,1950,2,0,0
South of the Border  West of the Sun,3.87,eng,190,59657,2612,2000,4,1,0
Dance Dance Dance,4.04,eng,393,50169,2117,2000,1,0,0
After Dark,3.7,eng,191,80308,4506,2000,2,1,0
Vintage Murakami,4.03,eng,182,740,41,2000,1,0,0
Gravitation #2,3.99,spa,208,10,0,2000,2,0,1
The Master and Margarita,4.3,eng,332,493,47,2000,2,1,0
Bulgakov's the Master and Margarita: The Text as a Cipher,5.0,eng,202,4,0,1970,1,0,0
Мастер и Маргарита,4.3,rus,640,10,1,2000,3,1,0
Foucault's Pendulum,3.89,eng,623,46598,2074,2000,1,1,0
Pendulum: Leon Foucault and the Triumph of Science,3.72,eng,288,183,25,2000,3,0,0
The House of Mirth,3.95,eng,348,360,67,2000,3,1,0
The House of Mirth,3.95,eng,335,10,0,1970,1,1,0
The Family Trade (The Merchant Princes  #1),3.52,eng,308,4691,355,2000,2,0,1
Toast  and Other Stories,3.8,eng,247,935,34,2000,4,0,0
Accelerando,3.88,eng,415,16527,971,2000,3,0,0
Glasshouse,3.87,en-US,335,8975,464,2000,2,0,0
The Hidden Family (The Merchant Princes  #2),3.57,eng,309,3344,127,2000,2,0,1
Notes from Underground  White Nights  The Dream of a Ridiculous Man  and Selections from The House of the Dead,4.18,eng,233,71824,1607,2000,4,1,0
The House of the Dead,4.05,eng,247,11252,399,2000,2,1,0
The Village of Stepanchikovo,3.87,eng,224,1570,80,2000,4,1,0
Crime and Punishment,4.21,eng,564,6950,381,1990,2,1,0
The Gambler,3.89,eng,160,82,8,2000,4,1,0
Notes from Underground & The Double,4.2,eng,287,4706,151,1970,3,1,0
Notes from Underground & A Confession (Everyman's Library),3.76,eng,256,17,1,1990,2,1,0
The Gambler/Bobok/A Nasty Story,3.99,en-US,240,576,41,1960,2,1,0
The Idiot,4.18,en-US,540,72,6,2000,4,1,0
Netochka Nezvanova,3.81,eng,176,2590,127,1980,3,1,0
Plays 5: Arcadia / The Real Thing / Night and Day / Indian Ink / Hapgood,4.29,en-US,608,572,33,2000,4,0,0
Rock 'n' Roll,3.71,eng,144,951,60,2000,2,0,0
The Real Thing,3.94,en-US,112,3553,140,2000,2,0,0
Arcadia,4.19,eng,97,48,3,1990,2,0,0
Plays 1: The Real Inspector Hound / After Magritte / Dirty Linen / New-Found-Land / Dogg's Hamlet  Cahoot's Macbeth,4.03,eng,211,78,13,1990,2,0,0
Every Good Boy Deserves Favor & Professional Foul,3.9,en-GB,188,190,10,1990,1,0,0
Lord Malquist and Mr. Moon,3.41,eng,200,192,23,2000,3,0,0
The Gunslinger (The Dark Tower #1),3.96,eng,315,1902,227,1980,3,0,1
Everything and Nothing,4.38,eng,108,593,37,1990,2,1,0
Seven Nights,4.33,eng,121,1037,60,1980,2,1,0
Museo: Textos Ineditos,4.17,spa,261,6,0,2000,4,0,0
Obra Poética,4.49,spa,645,50,3,2000,2,0,0
Collected Fictions,4.58,eng,565,18874,791,1990,3,1,0
The Eternal Frontier: An Ecological History of North America and Its Peoples,4.06,eng,432,588,69,2000,2,0,0
Hope Springs Eternal (Prairie River  #4),4.27,eng,176,130,7,2000,3,0,1
The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,4.13,eng,688,20232,609,2000,3,0,1
The Reverse of the Medal (Aubrey & Maturin #11),4.41,eng,261,186,12,2010,2,0,1
Teleny or the Reverse of the Medal,3.67,eng,138,985,63,2000,1,0,0
The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,4.29,eng,412,16531,977,2000,3,0,0
The Eternity Code (Artemis Fowl  #3),4.04,en-US,309,1660,125,2000,2,0,1
How I Became a Pirate,4.08,eng,44,24098,586,2000,3,1,0
The Pirate Dictionary,3.7,eng,189,51,7,2000,3,0,0
Mulliner Nights (Mr. Mulliner  #3),4.11,eng,240,1174,75,2000,2,0,1
Life at Blandings,4.35,en-US,608,2651,47,1980,1,0,0
Jill the Reckless,4.02,eng,290,666,82,2000,2,0,0
P.G. Wodehouse in His Own Words,4.07,eng,320,48,6,2000,2,1,0
Something Fresh (Blandings Castle  #1),4.16,eng,284,5311,391,2000,2,0,1
The Clicking of Cuthbert,3.93,eng,162,6,1,2000,4,0,0
Ring for Jeeves (Jeeves  #10),4.01,eng,208,2785,183,2000,2,0,1
Ukridge,3.89,eng,272,1019,83,2000,3,0,0
Jeeves and the Tie That Binds (Jeeves  #14),4.23,eng,205,2781,130,2000,4,0,1
Right Ho  Jeeves (Jeeves  #6),4.32,eng,224,8193,443,2000,4,0,1
Blandings Castle (Blandings Castle  #3),4.18,eng,301,1370,70,2000,4,0,1
Mr. Mulliner Speaking,4.01,en-US,232,1497,48,2000,1,0,0
Laughing Gas,3.89,eng,286,1723,129,2000,1,0,0
The Adventures of Sally,3.78,en-US,232,10,0,2000,2,0,0
Meet Mr. Mulliner,4.06,eng,203,1224,89,2000,2,0,0
Eggs  Beans  and Crumpets,4.11,eng,224,898,60,2000,4,0,0
A Damsel in Distress,4.08,eng,216,3526,355,2000,4,0,0
Uncle Fred in the Springtime (Blandings Castle  #6),4.24,eng,288,1703,108,2000,2,0,1
The Best of Wodehouse: An Anthology,4.41,eng,840,413,46,2000,2,1,0
The World of Mr. Mulliner,4.32,eng,624,345,30,1990,3,0,0
Cocktail Time,4.13,eng,304,648,51,2000,4,0,0
The Waste Lands (The Dark Tower #3),4.24,eng,590,1013,96,1990,1,1,1
Jeeves in the Offing (Jeeves  #12),4.17,eng,208,28,4,2000,3,0,1
Jeeves and The Feudal Spirit (Jeeves  #11),4.32,eng,240,25,1,2000,3,0,1
Piccadilly Jim,4.02,eng,302,2673,184,2000,4,0,0
Joy in the Morning (Jeeves  #8),4.34,eng,296,38,0,2000,1,0,1
The Mating Season (Jeeves  #9),4.26,eng,272,59,2,2000,3,0,1
Indiscretions of Archie,3.87,eng,215,693,78,2000,2,0,0
The Subtle Knife (His Dark Materials  #2),4.13,en-US,288,4750,337,2000,3,0,1
The Amber Spyglass  (His Dark Materials  #3),4.09,eng,467,237072,6358,2000,3,0,1
The Eyes of the Dragon,3.93,en-US,380,2925,285,1980,4,1,0
The Voyage of the “Dawn Treader” (The Chronicles of Narnia  #3),4.09,eng,216,2977,250,1970,1,1,1
Lolita,3.89,eng,317,19513,2191,1990,2,1,0
William Shakespeare’s: Twelfth Night (Shakespeare Retellings  #6),4.11,eng,48,150,14,2000,1,1,1
Romeo and Juliet,3.74,eng,368,1893917,14637,2000,1,1,0
Romeo and Juliet,3.74,en-US,228,425,30,2000,3,1,0
Ohio Class (Silent Service #5),3.84,eng,416,44,4,2000,3,0,1
Seawolf Class (Silent Service #3),3.96,eng,416,65,5,2000,3,0,1
The Art of Deception: Controlling the Human Element of Security,3.76,eng,352,4565,283,2000,4,1,0
Hardball: Are You Playing to Play or Playing to Win?,3.49,eng,192,84,9,2000,4,1,0
A Theory of Fun for Game Design,3.94,en-CA,256,2113,181,2000,4,1,0
The Complete Theory Fun Factory: Music Theory Puzzles and Games for the Early Grades,5.0,eng,96,1,0,2000,2,1,0
The Pillow Book,4.02,eng,419,3786,275,1990,4,1,0
Bachelor Brothers' Bed & Breakfast Pillow Book,3.77,eng,208,325,42,1990,4,0,0
The Cyberiad,4.18,en-US,295,7842,397,2000,4,1,0
Christianity for Modern Pagans: Pascal's Pensées - Edited  Outlined & Explained,4.37,en-US,341,418,39,1990,3,1,0
Jacques the Fatalist,3.84,eng,304,4891,102,1990,3,1,0
Jacques der Fatalist und sein Herr,3.84,ger,360,22,0,1970,1,0,0
Pictorial Encyclopedia of Trades and Industry  Vol 1,3.6,eng,239,5,0,1990,1,1,1
Rameau's Nephew / D'Alembert's Dream,3.67,eng,237,1292,67,1970,4,1,0
Theory of Colours,4.06,eng,468,694,20,1970,1,1,0
Maxims and Reflections,3.82,eng,208,280,23,1990,1,1,0
War and Peace,4.11,en-US,1500,126,9,1990,2,0,0
War and Peace,4.11,eng,1412,1228,93,2000,1,1,0
A Savage War of Peace: Algeria  1954-1962,4.23,eng,608,1895,178,2000,4,0,0
War and Peace,4.11,eng,1388,850,134,2000,3,1,0
War and Peace,4.11,eng,1408,516,113,2000,4,1,0
War and Peace and War: The Rise and Fall of Empires,4.16,en-US,416,276,36,2000,1,0,0
Great Expectations,3.77,eng,443,905,61,1990,1,0,0
Great Expectations,3.77,eng,417,109,4,1990,2,1,0
Oliver Twist,3.86,eng,368,2077,83,2000,4,0,0
Oliver Twist,3.86,eng,624,178,17,1990,4,1,0
Oliver Twist,3.86,eng,478,348,47,2000,4,1,0
The Nibelungenlied,3.87,eng,404,4052,163,2000,3,1,0
Gargantua and Pantagruel,3.71,eng,807,51,11,1990,2,1,0
Gargantua and Pantagruel,3.71,eng,1041,12005,297,2000,4,1,0
Beyond Good and Evil: Prelude to a Philosophy of the Future,4.01,eng,256,50,6,1980,4,1,0
Phenomenology of Perception,4.15,eng,544,5078,77,2000,2,1,0
Introduction to Phenomenology,4.18,eng,592,217,19,2000,1,0,0
Introduction to Phenomenology,3.98,eng,248,316,36,2000,1,0,0
The Basic Problems of Phenomenology (Studies in Phenomenology & Existential Philosophy),4.29,en-US,432,467,16,1980,3,1,0
The Phenomenology of Mind  Volume II,4.0,ger,372,1,0,2000,1,1,1
Experimental Phenomenology: An Introduction,3.73,eng,155,44,1,1980,2,0,0
Critique of Pure Reason,3.94,eng,480,72,10,2000,4,1,0
Critique of Pure Reason,3.94,eng,796,23607,375,1990,1,1,0
Critique of Pure Reason,3.94,eng,1096,180,14,1990,4,1,0
Critique of Pure Reason,3.94,eng,784,254,35,2000,4,1,0
Critique of Pure Reason (Studies in the History of Philosophy),3.94,eng,140,17,0,1990,1,1,0
The Anime Encyclopedia: A Guide to Japanese Animation Since 1917,4.04,eng,867,25,5,2000,4,1,0
Unpublished Writings from the Period of Unfashionable Observations (Complete Works 11),4.06,eng,536,2,0,2000,1,1,0
Thus Spake Zarathustra: A Book for All and None,4.06,eng,356,275,20,2000,4,0,0
The Picture of Dorian Gray,4.08,eng,187,329,21,2000,4,0,0
The Picture of Dorian Gray,4.08,en-US,124,838,52,2000,1,0,0
Haussmann  or the Distinction,3.65,eng,379,157,21,2000,4,0,0
The Artist of the Missing,3.58,eng,256,99,10,1990,2,1,0
Reluctant Runaway (To Catch a Thief #2),3.71,en-US,352,90,12,2000,1,0,1
Kentucky Straight: Stories,4.03,eng,192,876,89,1990,4,0,0
Out of the Woods,4.05,eng,176,480,61,2000,1,0,0
No Heroes: A Memoir of Coming Home,3.87,eng,272,193,34,2000,2,0,0
The Castle Keeps,3.57,en-US,191,19,3,1970,3,0,0
Conan: Sword of Skelos,3.94,eng,224,1427,5,2000,1,0,0
"Incest: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1932-1934",3.99,eng,418,908,54,1990,4,1,0
"Fire: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1934-1937",4.13,eng,448,585,31,1990,3,0,0
In Favor of the Sensitive Man and Other Essays,4.02,eng,180,520,40,1970,2,0,0
Anaïs Nin: A Biography,3.99,eng,672,632,37,1990,3,0,0
Fire: From A Journal of Love - The Unexpurgated Diary of Anaïs Nin (1934-1937),4.13,eng,448,196,6,1990,2,1,0
The Diary of Anaïs Nin  Vol. 6: 1955-1966,4.13,eng,432,319,11,1970,4,1,1
"Nearer the Moon: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1937-1939",4.23,eng,396,168,16,1990,4,1,0
The Early Diary of Anaïs Nin  Vol. 3: 1923-1927,4.18,eng,320,147,7,1980,1,0,1
Henry and June: From the Unexpurgated Diary of Anaïs Nin,3.9,eng,274,151,19,1980,4,0,0
Flowers for Algernon,4.12,eng,311,337596,9949,2000,2,0,0
Flowers for Algernon,4.12,en-US,218,190,21,1980,1,0,0
Algernon  Charlie  and I: A Writer's Journey: Plus the Complete Original Short Novelette Version of Flowers for Algernon,4.06,eng,223,15,3,2000,1,0,0
Jane Eyre,4.12,ger,784,432,26,2000,1,0,0
The Death of Ivan Ilyich and Other Stories,4.11,eng,256,320,33,2000,4,0,0
The Death of Ivan Ilych & Other Stories,4.11,eng,400,263,37,2000,4,0,0
The Lost Years of Merlin,3.98,eng,304,12117,452,2000,3,0,0
The Mirror of Merlin,4.06,eng,288,6661,54,2000,3,0,0
The Wings of Merlin,4.11,eng,288,6211,63,2000,1,0,0
El Club Dante,3.38,spa,586,156,9,2000,1,1,0
El club Dante,3.38,spa,464,57,2,2000,3,1,0
Gone with the Wind,4.29,eng,1037,999139,15323,1990,2,0,0
The Wind Done Gone,3.07,eng,224,1698,283,2000,2,0,0
Utopia,3.53,eng,200,438,45,2000,1,1,0
Utopia,3.53,eng,135,45460,1731,2000,2,1,0
The Kissing Hand,4.43,en-GB,32,57737,1628,1990,4,1,0
Hands of Light: A Guide to Healing Through the Human Energy Field,4.27,eng,320,10878,106,1990,1,1,0
Gifted Hands: The Ben Carson Story,4.21,eng,224,11874,1544,1990,4,1,0
Shake Hands with the Devil,4.24,en-GB,563,242,34,2000,1,0,0
In the Name of Love and Other True Cases (Crime Files  #4),4.04,eng,414,1353,53,1990,1,0,1
The Rule of Four,3.23,eng,450,25111,1691,2000,2,1,0
The Real Rule of Four: The Unauthorized Guide to the New York Times #1 Bestseller,3.46,eng,208,88,5,2000,4,0,1
Time For Kids: Butterflies!,3.97,eng,32,21,0,2000,1,0,0
Macbeth,3.9,eng,416,739,30,2000,4,1,0
Macbeth,3.9,eng,255,605,41,1990,1,1,0
Macbeth,3.9,eng,160,156,14,2000,1,1,0
Death of a Celebrity (Hamish Macbeth  #17),3.84,eng,274,2977,183,2000,1,0,1
The Best of the Journal of Irreproducible Results,4.32,en-US,195,40,4,1980,1,1,0
The Spy Who Loved Me (James Bond  #10),3.4,eng,198,8053,460,2000,3,0,1
Conversations with Jerzy Kosinski,3.69,eng,242,26,3,1990,2,1,0
Frankenstein Makes a Sandwich,4.21,eng,40,1911,276,2000,3,0,0
Frankenstein  or the Modern Prometheus,3.79,eng,324,12897,780,2000,2,1,0
Frankenstein,3.79,en-US,336,2188,171,1990,4,1,0
Mary Shelley: Her Life  Her Fiction  Her Monsters,3.9,eng,308,80,13,1980,4,0,0
The Faerie Queene: Books I to III,3.79,eng,575,33,3,1990,4,1,1
The Faerie Queene,3.56,en-US,896,42,5,2000,2,0,0
To the Lighthouse,3.78,en-US,209,4116,300,1980,4,1,0
The Diary of Virginia Woolf  Volume One: 1915-1919,4.32,eng,356,1281,40,1970,2,1,1
The Diary of Virginia Woolf  Volume Five: 1936-1941,4.5,eng,424,231,8,1980,3,1,1
The Diary of Virginia Woolf  Volume Three: 1925-1930,4.42,eng,408,485,14,1980,3,1,1
A Room of One's Own,4.14,eng,112,80536,3436,2000,1,0,0
Dr. Faustus,3.8,eng,64,45469,935,1990,4,0,0
The Complete Plays,4.07,eng,752,2428,50,2000,4,1,0
Doctor Faustus and Other Plays,3.98,eng,503,1712,40,1990,2,1,0
Cyrano de Bergerac,4.06,eng,208,410,62,1950,4,1,0
Rosencrantz and Guildenstern Are Dead,4.06,eng,126,73863,1618,1990,1,0,0
King Lear,3.91,eng,336,233,15,2000,2,1,0
King Lear  Macbeth  Indefinition  and Tragedy,4.11,eng,180,18,3,2000,2,0,0
A Break with Charity: A Story about the Salem Witch Trials,3.79,eng,320,5052,417,2000,3,0,0
A Break With Charity: A Story of the Salem Witch Trials,3.79,eng,297,37,6,1990,2,0,0
The Cay (The Cay  #1),3.76,en-US,156,29126,2227,2000,2,0,1
The Queen of Whale Cay: The Eccentric Story of 'Joe' Carstairs  Fastest Woman on Water,3.69,eng,256,393,81,1990,2,1,0
Everest: Mountain Without Mercy,4.03,eng,256,36,2,2000,2,1,0
The Summit (Everest  #3),3.96,eng,154,2584,106,2000,4,0,1
Everest: Expedition to the Ultimate,3.93,eng,286,256,14,1990,3,0,0
Everything on a Waffle (Coal Harbour #1),3.72,eng,150,9839,767,2000,3,0,1
Summer of my German Soldier,3.68,en-US,240,832,91,2000,2,0,0
Hamlet (Oxford Bookworms Library: Stage 2),3.89,eng,54,164,6,2000,4,1,0
By Myself and Then Some,3.95,eng,512,2799,170,2000,4,0,0
Touching the Void: The True Story of One Man's Miraculous Survival,4.22,eng,218,44074,1405,2000,1,0,0
The Mercy of Thin Air,3.83,eng,336,4718,656,2000,2,0,0
Thin Air (Spenser  #22),3.9,en-US,320,4055,141,1990,2,1,1
Princess Sultana's Daughters,3.89,eng,229,59,5,1990,2,0,0
The State of the Art,3.84,eng,188,46,6,2000,3,0,0
Excession (Culture  #5),4.21,eng,451,173,15,1990,2,0,1
The Player of Games (Culture  #2),4.27,eng,293,46139,1648,1990,1,0,1
Feersum Endjinn,3.82,eng,311,320,18,1990,2,0,0
Use of Weapons,4.18,eng,389,210,14,1990,1,0,0
Le Sens du vent,4.2,fre,404,7,0,2000,3,0,0
Two Girls  Fat and Thin,3.64,eng,320,1632,150,1990,1,0,0
Three Novels & Five Short Stories,4.12,eng,677,33,2,1980,4,0,0
Galileo's Daughter: A Historical Memoir of Science  Faith and Love,3.76,eng,420,24290,1323,2000,4,0,0
Galileo's Daughter,3.76,eng,448,124,18,2000,3,0,0
Shop in the Name of Love (The Cheetah Girls #2),3.64,eng,132,54,5,1990,3,1,1
Shopgirl,3.43,eng,130,1229,147,2000,3,0,0
The Secret Garden: Talking Beetles and Signaling Trees: The Hidden Ways Gardens Communicate,4.16,eng,187,5,0,1990,4,0,0
E=mc2: A Biography of the World's Most Famous Equation,4.09,en-US,352,163,20,2000,3,1,0
The Botany of Desire: A Plant's Eye View of the World,4.06,en-US,291,110,11,2000,1,0,0
Meeting God at Every Turn,4.36,eng,256,213,13,2000,3,0,0
My Life,3.73,en-US,957,807,49,2000,2,0,0
My Life  Volume I: The Early Years,3.82,en-US,646,206,15,2000,2,0,1
Murder on the Yellow Brick Road (Toby Peters  #2),3.63,eng,192,454,45,2000,2,0,1
Down the Yellow Brick Road:The Making of The Wizard of Oz,3.92,eng,159,3,2,1970,2,1,0
Alentejo Blue,2.72,eng,304,788,104,2000,2,0,0
Brick Lane,3.41,eng,432,23848,1465,2000,2,0,0
No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,4.18,eng,633,37093,1171,1990,4,0,0
Going to Pieces Without Falling Apart: A Buddhist Perspective on Wholeness,3.9,eng,200,4473,228,1990,2,1,0
One More For The Road,3.69,eng,289,21,3,2000,2,0,0
Female Chauvinist Pigs: Women and the Rise of Raunch Culture,3.68,en-US,236,8511,765,2000,4,0,0
Half of a Yellow Sun,4.32,eng,433,71280,5494,2000,3,0,0
Beauty's Punishment (Sleeping Beauty  #2),3.62,eng,233,22255,710,1990,2,1,1
The World's Last Night: And Other Essays,4.18,en-GB,132,1097,117,2000,4,0,0
Last Night: Stories,3.9,eng,132,1825,186,2000,1,0,0
The Last Night of Ballyhoo,3.71,en-US,96,259,16,1990,4,0,0
Civilization and Its Discontents,3.78,eng,192,215,18,2000,1,1,0
Civilization and Its Discontents,3.78,eng,121,170,19,1960,4,1,0
I  Claudius (Claudius  #1),4.27,eng,468,45108,1853,1980,4,0,1
The Modern Mind: An Intellectual History of the 20th Century,4.26,eng,847,588,56,2000,3,0,0
Origins of the Modern Mind: Three Stages in the Evolution of Culture and Cognition,4.16,eng,424,94,9,1990,1,0,1
Beyond the Post-Modern Mind: The Place of Meaning in a Global Civilization,4.24,en-US,295,69,9,2000,3,0,0
Sanctuary,3.64,eng,317,9336,544,1990,4,0,0
The Portable Faulkner,4.29,eng,650,776,22,2000,1,1,0
One Matchless Time: A Life of William Faulkner,3.97,en-US,528,193,34,2000,2,0,0
The Guermantes Way (In Search of Lost Time  #3),4.3,eng,834,451,80,1990,4,1,1
The Guermantes Way  (In Search of Lost Time  #3),4.3,eng,619,4345,246,2000,2,1,1
Sodom and Gomorrah (In Search of Lost Time  #4),4.35,eng,557,3243,172,2000,4,1,1
In Search of Lost Time  Vol. 2: Within a Budding Grove  Part 2 & The Guermantes' Way,4.57,eng,888,48,1,2000,2,1,1
The Captive & The Fugitive (In Search of Lost Time  #5-6),4.39,eng,957,1924,143,1990,1,1,1
Finding Time Again (In Search of Lost Time #7),4.49,eng,374,181,43,2000,4,1,1
The Way by Swann’s  (In Search of Lost Time #1),4.14,eng,489,318,52,2000,4,1,1
Dostoevsky: The Mantle of the Prophet  1871-1881,4.56,eng,800,101,12,2000,3,0,0
Dostoevsky,3.76,eng,183,55,6,2000,4,0,0
Dostoevsky: The Stir of Liberation  1860-1865,4.51,eng,416,118,15,1980,4,0,0
Dostoevsky  Kierkegaard  Nietzsche and Kafka,3.57,eng,192,78,10,1990,2,0,0
Problems of Dostoevsky's Poetics,4.34,eng,334,641,29,1980,2,1,0
Dostoevsky: The Years of Ordeal  1850-1859,4.43,eng,336,151,22,1980,1,0,0
The Possessed,4.27,eng,768,504,52,2000,1,1,0
The Idiot,4.18,eng,559,125,13,2000,1,1,0
Money,3.71,eng,394,19967,732,2000,2,0,0
House of Meetings,3.41,eng,241,1917,206,2000,1,0,0
The Rachel Papers,3.59,eng,240,8180,346,1990,3,0,0
Yellow Dog,2.79,eng,352,1449,94,2000,1,0,0
Success,3.66,eng,224,2191,101,1990,2,0,0
Koba the Dread: Laughter and the Twenty Million,3.83,eng,306,1182,110,2000,3,0,0
Dead Babies,3.32,eng,206,6348,162,1990,2,0,0
