title,average_rating,language_code,num_pages,ratings_count,text_reviews_count,decade,quarter,tra_co,multivolume,len_title,polarity,subjectivity
harrius potter et camera secretorum,4.42,lat,277,86,4,2000,4,1,0,35,0.0,0.0
la historia familia roccamatio helsinki,3.48,spa,91,14,2,2000,1,1,0,48,0.0,0.0
an instance fingerpost,3.94,eng,691,19134,1081,2000,2,0,0,29,0.0,0.0
an instance fingerpost,3.94,eng,691,214,24,1990,1,0,0,29,0.0,0.0
tears giraffe,3.96,eng,256,29,9,2000,3,0,1,21,0.0,0.0
friends lovers chocolate,3.62,eng,261,9901,747,2000,3,0,1,27,0.0,0.0
the right attitude rain,3.75,eng,276,7776,560,2000,3,0,1,27,0.2857142857142857,0.5357142857142857
the sunday philosophy club,3.36,eng,272,16314,1764,2000,3,0,1,27,0.0,0.0
the finer points sausage dogs,3.69,eng,128,4833,479,2000,4,0,1,33,0.0,0.0
geisha the life voices art,3.9,eng,128,188,12,1990,4,1,0,37,0.0,0.0
true believers,3.88,eng,432,237,14,2000,2,0,1,15,0.35,0.65
at first sight,3.82,eng,204,68379,3083,2000,3,0,1,15,0.25,0.3333333333333333
the guardian,4.15,eng,400,148042,4193,2000,2,0,0,12,0.0,0.0
wokini a lakota journey happiness self understanding,3.57,eng,175,253,21,2000,2,1,0,60,0.7,0.2
the notebook,4.09,eng,214,1090603,15272,2000,3,0,1,13,0.0,0.0
à tout jamais,4.17,fre,214,186,22,2000,4,0,0,13,0.0,0.0
weg der träume,4.03,ger,352,8,2,2000,2,1,0,14,0.0,0.0
noches tormenta,3.84,spa,190,22,5,2000,2,1,0,18,0.0,0.0
true believer,3.8,en-US,322,896,77,2000,3,0,0,13,0.35,0.65
the patron saint liars,3.8,eng,352,25342,2493,2000,2,0,0,25,0.0,0.0
because it is bitter because it is my heart,3.89,eng,416,2690,133,1990,1,0,0,48,-0.1,0.5
the female species tales mystery suspense,3.62,eng,275,1009,109,2000,1,0,0,56,0.0,0.16666666666666666
the falls,3.58,eng,512,8278,748,2000,3,0,0,9,0.0,0.0
the assignation stories,3.8,eng,208,337,23,1990,3,0,0,24,0.0,0.0
the gravedigger daughter,3.55,eng,582,7518,860,2000,2,0,0,26,0.0,0.0
middle age a romance,3.58,eng,480,1650,199,2000,4,0,0,21,0.0,0.0
black water,3.54,eng,160,5513,484,1990,2,0,0,11,-0.16666666666666666,0.43333333333333335
blonde,3.99,fre,1110,6903,522,2000,2,1,0,6,0.0,0.0
the museum dr moses tales mystery suspense,3.4,en-US,229,778,122,2000,3,0,0,54,0.0,0.0
a garden earthly delights,3.84,eng,406,1448,138,2000,2,1,1,29,0.0,0.0
paradise lost,3.82,eng,453,113473,2598,2000,1,1,0,13,0.0,0.0
paradise lost,3.82,eng,374,269,29,2000,3,1,0,13,0.0,0.0
paradise lost,3.82,eng,590,1909,120,2000,4,1,0,13,0.0,0.0
paradise,4.31,eng,709,27430,1132,2000,3,0,1,9,0.0,0.0
last train paradise henry flagler spectacular rise fall railroad crossed ocean,4.03,eng,288,1776,282,2000,3,0,0,109,0.3,0.48333333333333334
milton paradise lost,3.82,eng,384,118,10,2000,3,1,0,22,0.0,0.0
the trouble pears an intimate portrait erzsebet bathory,2.55,eng,272,33,7,2000,1,0,0,68,0.0,0.4
mary queen scotland the isles,4.05,eng,870,11523,507,1990,2,0,0,36,0.0,0.0
when elephants dance,4.03,en-US,368,2627,382,2000,2,0,0,24,0.0,0.0
a thread grace,4.02,eng,442,11782,1332,2000,4,0,0,17,0.0,0.0
the piano shop left bank discovering forgotten passion paris atelier,3.95,eng,281,4151,521,2000,1,0,0,83,0.0,0.0
the dive from clausen pier,3.42,eng,432,19844,1747,2000,2,0,0,28,0.0,0.0
the dive clausen pier,3.42,eng,368,60,8,2000,1,0,0,28,0.0,0.0
a dubious codicil,3.25,eng,224,3,0,1990,1,0,0,17,0.0,0.0
the awakening selected stories,3.92,eng,296,9459,194,2000,3,1,0,34,0.0,0.0
complete novels stories,4.28,eng,1075,506,24,2000,3,1,0,27,0.1,0.4
beowulf grendel the truth behind england oldest legend,3.57,en-US,246,47,11,2000,4,0,0,59,-0.4,0.7
grendel devil deed,4.08,eng,48,539,29,2000,1,1,0,26,0.0,0.0
fuselfieber,3.79,ger,320,14,0,2000,2,1,0,11,0.0,0.0
mi vida en rose,3.99,spa,240,5,2,2000,4,0,0,15,0.6,0.95
a dance music time 4th movement,4.22,eng,793,1145,77,1990,2,0,1,43,0.0,0.0
anthony powell a life,3.72,eng,352,39,8,2000,4,0,0,22,0.0,0.0
a dance music time 1st movement,3.95,eng,718,3817,271,1990,2,0,1,43,0.0,0.0
a dance music time 3rd movement,4.26,eng,715,1289,83,1990,2,0,1,43,0.0,0.0
a dance music time 2nd movement,4.29,eng,722,1237,87,1990,2,0,1,43,0.0,0.0
titan the life john d rockefeller sr,4.2,eng,832,15971,812,2000,1,0,0,43,0.0,0.0
alexander hamilton,4.23,eng,818,97099,6149,2000,1,0,0,18,0.0,0.0
the house morgan an american banking dynasty rise modern finance,4.07,eng,812,5110,281,2000,3,0,0,79,0.1,0.15
ego hubris the michael malice story,3.67,eng,160,390,57,2000,2,1,0,40,0.0,0.0
empire senseless,3.49,eng,240,1487,78,1990,1,0,0,23,0.0,0.0
great expectations,3.59,eng,128,740,38,1990,1,0,0,18,0.8,0.75
desert queen the extraordinary life gertrude bell adventurer adviser kings ally lawrence arabia,3.92,eng,464,2944,499,2000,3,0,0,111,0.3333333333333333,1.0
queen scene,4.06,en-US,32,94,18,2000,3,1,0,18,0.0,0.0
the red queen sex evolution human nature,4.04,eng,405,13491,506,2000,2,0,1,52,0.0,0.05
the sweet potato queens big ass cookbook,4.02,en-US,288,1958,142,2000,1,0,0,42,0.175,0.375
dairy queen,3.74,eng,275,25441,2241,2000,2,0,1,12,0.0,0.0
sex queen 900 years vile kings virile lovers passionate politics,3.91,en-US,336,3808,315,2000,2,0,0,83,-0.05,0.8500000000000001
the boleyn inheritance,3.87,eng,518,68763,3394,2000,4,0,1,23,0.0,0.0
the constant princess,3.9,eng,390,136931,3915,2000,3,0,1,22,0.0,0.3333333333333333
the favored child,3.62,eng,624,9643,451,2000,3,0,1,18,0.8,0.9
the virgin lover,3.71,eng,441,43749,1967,2000,3,0,1,19,0.0,0.0
virgin earth,3.62,en-US,661,4469,272,2000,2,0,1,14,0.0,0.0
the wise woman,3.32,eng,640,6774,529,2000,1,0,0,14,0.7,0.9
meridon,3.68,eng,569,8842,380,2000,3,0,1,8,0.0,0.0
the little house,3.68,eng,368,1910,237,1990,1,0,0,16,-0.1875,0.5
wideacre,3.3,eng,656,18944,1547,2000,3,0,1,10,0.0,0.0
un café lejos aquí,3.84,spa,283,8,0,2000,3,1,0,21,0.0,0.0
you can be neutral moving train a personal history our times,4.3,eng,214,2543,141,2000,3,0,0,71,0.0,0.3
declarations independence cross examining american ideology,4.26,eng,341,732,25,1990,4,0,0,63,0.0,0.0
citas celestiales,3.16,spa,190,1,0,2000,4,1,0,17,0.0,0.0
ella minnow pea a novel letters,3.85,eng,208,23926,4356,2000,3,0,0,35,0.0,0.0
daisy miller other stories,3.52,eng,352,558,40,1990,4,1,0,30,-0.125,0.375
the turn screw daisy miller,3.61,eng,192,959,55,1950,3,0,0,34,0.0,0.0
the hot zone the terrifying true story origins ebola virus,4.12,eng,352,85408,4334,1990,2,0,0,73,-0.13333333333333333,0.8333333333333334
the hot zone the chilling true story ebola outbreak,4.12,eng,384,163,26,1990,3,0,0,58,0.033333333333333326,0.7999999999999999
gardening wild heart restoring california native landscapes home,4.29,eng,267,12,2,2000,1,0,0,77,0.1,0.4
teacher pet,4.05,en-US,128,170,5,2000,4,0,1,14,0.0,0.0
homeless,4.06,eng,126,415,32,2000,2,1,1,9,0.0,0.0
hear wind blow,4.07,eng,224,266,45,2000,2,0,0,18,0.0,0.0
case histories,3.83,eng,389,67271,5246,2000,4,0,1,15,0.0,0.0
three case histories,3.9,eng,282,622,21,1990,4,1,0,20,0.0,0.0
michael tolliver lives,3.93,en-US,277,583,82,2000,2,0,1,23,0.0,0.0
back barbary lane the tales city omnibus,4.44,eng,720,514,11,1990,4,0,1,52,0.0,0.0
the intuitionist,3.68,eng,255,7473,903,1990,1,0,0,16,0.0,0.0
john henry days,3.65,eng,400,1940,186,2000,2,0,0,15,0.0,0.0
why are all the black kids sitting together cafeteria a psychologist explains development racial identity,4.21,en-US,320,9845,703,2000,1,0,0,121,-0.16666666666666666,0.43333333333333335
the custard kid,4.4,eng,62,5,0,2000,4,0,0,16,0.0,0.0
the magus,4.05,eng,656,38247,1915,2000,1,0,0,9,0.0,0.0
the magus freemasonry the mysterious life elias ashmole scientist alchemist founder royal society,4.1,eng,303,28,5,2000,2,0,0,117,0.0,1.0
the myth magus,3.73,eng,320,27,2,1990,2,0,0,22,0.0,0.0
cards table,3.92,eng,324,25236,1046,2000,3,0,1,19,0.0,0.0
a murder is announced,3.98,eng,288,33195,1220,2000,3,0,1,22,0.0,0.0
and then there were none,4.26,eng,264,625767,18785,2000,2,0,0,24,0.0,0.0
sleeping murder,3.95,eng,242,19657,884,2000,3,0,1,16,0.0,0.0
agatha christie an autobiography,4.27,eng,560,4296,310,2000,1,1,0,33,0.0,0.0
murder orient express,4.17,eng,322,145660,5711,2000,3,0,1,29,0.0,0.0
evil under sun,3.97,eng,220,36334,975,2000,3,0,1,19,-1.0,1.0
hallowe en party,3.66,eng,336,20656,1246,2000,3,0,1,17,0.0,0.0
crooked house,4.04,eng,276,24849,1429,2000,3,0,0,13,0.0,0.1
the body library,3.85,eng,191,46454,1675,2000,3,0,1,24,0.0,0.0
witness prosecution selected plays,4.05,eng,352,3967,67,1990,4,0,0,46,0.0,0.0
the a b c murders,4.01,eng,252,69806,2470,2000,3,0,1,19,0.0,0.0
partners crime,3.77,eng,347,10106,520,2000,1,0,1,18,0.0,0.0
the murder roger ackroyd,4.24,eng,288,103149,5659,2000,3,0,1,28,0.0,0.0
murder vicarage,4.05,eng,288,121099,2237,2000,3,0,1,23,0.0,0.0
the mystery blue train,3.8,eng,317,23274,1053,2000,1,0,1,30,0.0,0.1
the unexpected guest a play in two acts,3.83,eng,100,2813,167,2010,4,0,0,40,0.1,1.0
after funeral,3.87,eng,251,47,4,2000,3,0,0,17,0.0,0.0
cat among pigeons,3.83,eng,352,21230,735,2000,3,0,1,22,0.0,0.0
the mysterious affair styles,3.99,eng,121,196377,3885,2000,4,0,1,32,0.0,1.0
absent spring other novels,4.18,eng,656,97,11,2000,3,1,1,38,-0.125,0.375
hercule poirot christmas,3.94,eng,335,26085,1497,2000,3,0,1,27,0.0,0.0
black coffee,3.5,eng,304,10356,622,1990,3,1,1,13,-0.16666666666666666,0.43333333333333335
murder orient express,4.17,eng,266,1520,238,2000,3,0,1,29,0.0,0.0
death nile,4.1,eng,351,674,91,2000,1,0,1,18,0.0,0.0
mrs mcginty dead,3.83,eng,328,572,74,2000,3,0,1,20,-0.2,0.4
the most p g wodehouse,4.48,eng,701,1872,106,2000,4,0,0,26,0.5,0.5
full moon,4.17,eng,272,1860,131,2000,4,0,1,10,0.35,0.55
how right you are jeeves,4.17,eng,206,2769,156,2000,4,0,1,26,0.2857142857142857,0.5357142857142857
life with jeeves,4.39,eng,557,3169,137,1980,3,0,1,17,0.0,0.0
spring fever,4.05,eng,276,483,31,2000,4,0,0,12,0.0,0.0
carry on jeeves,4.27,eng,273,15598,771,2000,1,0,1,17,0.0,0.0
lord emsworth others,4.16,eng,268,1099,77,2000,2,0,1,25,0.0,0.0
the mating season,4.26,eng,272,4616,287,2000,1,0,1,18,0.0,0.0
thank you jeeves,4.24,eng,263,5700,308,2000,3,0,1,18,0.0,0.0
big money,3.93,eng,288,1117,78,1990,3,0,0,9,0.0,0.1
much obliged jeeves,4.23,eng,208,701,64,2000,2,0,0,20,0.2,0.2
the inimitable jeeves,4.24,eng,240,7442,320,2000,2,0,1,22,0.0,0.0
money bank,4.13,eng,290,321,27,2000,2,0,0,17,0.0,0.0
the luck bodkins,4.08,eng,358,1290,88,2000,4,0,0,23,0.0,0.0
dead man folly,3.79,eng,288,619,75,2000,3,0,1,17,-0.2,0.4
hercule poirot casebook,4.31,eng,861,1865,52,1990,4,0,1,26,0.0,0.0
the husband,3.8,eng,400,39604,1527,2000,2,0,0,11,0.0,0.0
city night,3.98,en-US,455,1060,116,2000,3,1,1,14,0.0,0.0
sole survivor,3.78,eng,403,23244,547,2000,3,0,0,13,0.0,0.25
forever odd,3.97,eng,364,61555,2263,2000,4,0,1,12,-0.16666666666666666,0.25
life expectancy,4.01,eng,476,26983,1568,2000,4,0,0,15,0.0,0.0
the raphael affair,3.54,eng,257,102,10,2000,1,0,1,19,0.0,0.0
the dream scipio,3.73,eng,416,3311,320,2000,2,0,0,19,0.0,0.0
welcome great mysterious,3.78,eng,368,2432,202,2000,1,0,0,31,0.5333333333333333,0.8833333333333333
oh my stars,3.89,eng,416,5500,514,2000,1,0,0,11,0.0,0.0
your oasis flame lake,3.59,eng,320,2194,129,1990,2,0,0,24,0.0,0.0
patty jane house curl,3.86,eng,304,8950,505,1990,2,1,0,26,0.0,0.0
the tall pine polka your oasis flame lake,3.99,eng,752,177,7,2000,4,0,0,46,0.0,0.0
anne house of dreams,4.14,eng,192,2,0,2000,4,0,0,22,0.0,0.0
poirot the complete ariadne oliver vol,4.21,en-US,727,85,4,2000,2,0,1,43,0.1,0.4
the phantom tollbooth,4.21,en-US,256,871,56,2000,2,1,0,21,0.0,0.0
the sixth book lost swords mindsword story,3.81,eng,250,1247,9,1990,2,0,1,49,0.0,0.0
the fourth book lost swords farslayer story,3.84,en-US,252,1784,8,1990,1,0,1,50,0.0,0.0
berserkers the beginning,3.7,eng,377,232,23,1990,2,0,1,26,0.0,0.0
the last book swords shieldbreaker story,3.88,en-US,255,1233,11,1990,2,0,1,47,0.0,0.06666666666666667
ariadne web,3.67,eng,432,172,3,2000,1,0,1,14,0.0,0.0
the arms hercules,3.7,eng,352,150,1,2000,2,0,1,21,0.0,0.0
berserker blue death,3.71,en-US,282,254,8,1980,3,0,1,22,0.0,0.1
daughter fortune,3.91,eng,432,97539,2733,2000,2,1,0,19,0.0,0.0
my invented country a nostalgic journey through chile,3.85,en-US,199,4844,359,2000,2,0,0,54,-0.5,1.0
aphrodite a memoir senses,3.64,eng,320,3732,195,1990,2,1,0,33,0.0,0.0
of love shadows,3.97,eng,304,17808,403,2000,3,1,0,19,0.5,0.6
strange relations,3.71,eng,476,291,14,2000,1,0,0,17,-0.05,0.15
the black tower,3.29,eng,339,515,19,1980,3,1,1,16,-0.16666666666666666,0.43333333333333335
dayworld,3.64,eng,258,1315,68,1980,1,0,1,9,0.0,0.0
the dungeon,3.5,eng,608,50,0,2000,2,1,1,14,0.0,0.0
pictures j r r tolkien,4.47,eng,102,531,14,1990,4,1,0,26,0.0,0.0
the j r r tolkien handbook a comprehensive guide his life writings world middle earth,3.72,en-US,316,32,2,2000,4,1,0,99,0.0,0.0
mr majeika school trip,3.85,eng,89,50,2,1990,2,0,0,31,0.0,0.0
the infinite plan,3.72,eng,384,7347,300,1990,1,0,0,17,0.0,0.0
ines my soul,3.93,eng,528,62,13,2000,4,1,0,15,0.0,0.0
selected non fictions,4.43,eng,560,2059,90,2000,4,1,0,21,0.0,0.0
the book imaginary beings,4.09,eng,236,5007,238,2000,3,1,0,28,0.0,0.0
ficciones,4.45,spa,232,90,4,1990,4,1,0,9,0.0,0.0
this craft verse,4.32,eng,160,811,70,2000,1,1,0,19,0.0,0.0
doyle brunson super system,3.94,eng,605,2080,73,2000,4,1,0,28,0.3333333333333333,0.6666666666666666
color drawing design drawing skills techniques architects landscape architects interior designers,4.26,eng,360,161,3,1990,2,0,0,112,0.0,0.0
the grail a year ambling shambling through oregon vineyard pursuit best pinot noir wine whole wild world,4.01,eng,208,160,43,2000,2,1,0,127,0.43333333333333335,0.3666666666666667
the coming fairies,3.39,eng,189,208,38,2000,4,1,0,25,0.0,0.0
vampire hunter d volume 06 pilgrimage sacred profane,4.1,en-US,208,844,26,2000,4,1,1,68,0.0,0.0
vampire hunter d volume 05 the stuff dreams,3.99,en-US,208,1083,26,2000,3,1,1,47,0.0,0.0
demon deathchase,4.02,eng,211,1506,53,2000,1,1,1,17,0.0,0.0
vampire hunter d volume 04 tale dead town,3.92,en-US,205,1158,30,2000,2,1,1,49,-0.2,0.4
vampire hunter d volume 07 mysterious journey north sea part one,4.27,en-US,209,1062,19,2000,2,1,1,74,0.0,1.0
coffin the art vampire hunter d,4.58,eng,199,596,16,2000,4,0,0,35,0.0,0.0
paradise lost paradise regained,4.08,en-US,357,329,29,2000,4,1,0,35,0.0,0.0
paradise lost,3.82,eng,427,328,37,2000,3,1,0,13,0.0,0.0
leviathan,3.7,eng,672,500,32,1990,1,1,0,9,0.0,0.0
the book leviathan,4.16,en-US,160,631,52,2000,2,0,0,21,0.0,0.0
democracy america,4.02,eng,992,18925,523,2000,2,1,0,20,0.0,0.0
democracy america,4.02,eng,722,390,40,2000,2,1,0,20,0.0,0.0
magic carpet ride the autobiography john kay steppenwolf,4.1,eng,372,10,2,1990,4,1,0,64,0.5,1.0
steppenwolf theatre company twenty five years actor theater,4.25,eng,144,8,2,2000,4,0,0,69,0.0,0.0
the glass bead game,4.11,eng,558,24967,934,2000,4,1,0,19,-0.4,0.4
the sorrows young werther,3.67,eng,149,45626,1721,2000,1,1,0,28,0.1,0.4
the sorrows young werther selected writings,3.8,eng,255,971,38,2000,3,1,0,50,0.1,0.4
the sorrows young werther,3.67,en-US,104,16,0,2000,3,1,0,28,0.1,0.4
the dream master,3.64,eng,160,12,0,2010,4,0,0,16,0.0,0.0
the queen necklace,3.61,eng,592,99,14,2000,3,0,0,20,0.0,0.0
goblin moon,3.79,eng,293,244,36,1990,1,0,1,12,0.0,0.0
the work sun,4.0,eng,258,157,5,1990,1,0,1,20,0.0,0.0
the castle silver wheel,3.94,eng,278,89,4,1990,1,0,0,31,0.0,0.0
china japan,3.52,eng,404,23,3,1980,1,0,0,16,0.0,0.0
a madman dreams turing machines,3.68,eng,230,1136,180,2000,3,0,0,34,0.0,0.0
turing universal machine the making modern computer,3.33,eng,153,56,6,1990,2,1,0,67,0.1,0.15
ad infinitum the ghost turing machine taking god out mathematics putting body back in an essay corporeal semiotics,4.06,en-US,224,17,2,1990,3,0,0,138,0.0,0.0
heart darkness,3.42,eng,101,1363,58,2000,3,0,0,17,0.0,0.0
rocket ship galileo,3.71,eng,211,6329,145,2000,4,0,1,20,0.0,0.0
tunnel sky,3.94,eng,262,10249,356,2000,2,0,1,18,0.0,0.0
the cat who walks through walls,3.7,en-US,388,19427,572,1980,2,0,0,32,0.0,0.0
the fantasies robert a heinlein,3.9,en-US,342,788,45,2000,2,0,0,35,0.0,0.0
citizen galaxy,3.99,eng,288,11800,413,2000,2,0,0,21,0.0,0.0
the moon harsh mistress,4.17,eng,288,93782,2466,2000,1,0,0,28,-0.2,0.7
roverandom,3.87,eng,128,471,70,1990,2,1,0,10,0.0,0.0
the mysteries pittsburgh,3.64,eng,320,21823,1518,2000,3,0,0,27,0.0,0.0
summerland,3.55,eng,500,619,69,2000,1,0,0,10,0.0,0.0
the yiddish policemen union,3.71,eng,414,53300,5699,2000,2,0,0,29,0.0,0.0
the toy maker the life times inventor frank hornby,3.0,eng,352,1,1,2000,3,0,0,58,0.0,0.0
the disappointment artist,3.63,eng,149,1613,129,2000,1,0,0,25,-0.6,0.4
the wall sky wall eye,3.67,eng,304,1158,95,2000,1,0,0,40,0.0,0.0
you don love me yet,2.81,eng,225,3854,547,2000,2,0,0,21,0.5,0.6
gun with occasional music,3.77,eng,271,8141,786,2000,3,0,0,26,0.0,0.125
as she climbed across table,3.67,eng,212,4488,380,1990,1,0,0,31,0.0,0.0
living with passive aggressive man,4.03,en-US,208,208,30,1990,4,0,0,38,0.0,0.0
cypress gardens,3.0,eng,128,5,1,2000,4,1,0,16,0.0,0.0
the organized student teaching children skills success school beyond,3.82,en-US,246,222,26,2000,3,1,0,84,0.3,0.0
beach music,4.15,eng,592,38496,2450,2000,1,0,0,11,0.0,0.0
der gesang des meeres beach music,4.15,ger,894,7,2,1990,2,0,0,34,0.0,0.0
the prince tides,4.24,eng,679,178717,3473,2000,1,0,0,19,0.0,0.0
blessings,3.91,eng,393,2562,39,2010,3,0,0,9,0.0,0.0
seven complete perry mason novels the case of the foot loose doll the glamorous ghost the long legged models the lucky loser the screaming woman the terrified typist the waylaid wolf,4.01,eng,821,76,6,1990,3,0,0,196,0.0766025641025641,0.4756410256410257
the case glamorous ghost,3.89,eng,232,604,35,2000,1,0,0,32,0.0,0.0
the case half wakened wife,3.88,eng,245,435,23,1990,1,0,0,33,-0.16666666666666666,0.16666666666666666
i dreamed i married perry mason,3.47,eng,280,788,104,2000,1,0,1,32,0.25,0.25
the case terrified typist,3.75,eng,154,591,31,1990,3,0,1,33,0.0,0.0
the case curious bride,3.87,eng,192,1559,61,2000,1,0,0,30,-0.1,1.0
fragile things short fictions wonders,4.0,eng,360,45473,2540,2000,3,0,0,42,0.0,0.4
the good fairies new york,3.51,eng,242,4343,563,2000,3,1,0,28,0.41818181818181815,0.5272727272727273
smoke mirrors short fiction illusions,4.04,eng,365,53464,1906,2000,3,0,0,46,0.0,0.3
death the high cost living,4.19,eng,104,38276,462,1990,2,1,0,30,0.16,0.5399999999999999
stardust,4.08,eng,248,283274,11746,2000,3,0,0,8,0.0,0.0
the facts case departure miss finch,3.54,eng,51,2038,198,2000,2,1,0,52,0.0,0.0
the diagnosis,2.86,eng,384,898,123,2000,1,0,0,13,0.0,0.0
the best american science writing 2002,3.85,eng,352,67,7,2000,3,1,0,38,0.5,0.15
the complete poetry,4.06,en-US,672,3418,20,1970,3,1,0,19,0.1,0.4
the complete poems major prose,4.18,eng,1088,914,22,2000,3,1,0,34,0.08125,0.45
the major works,4.24,eng,1008,285,12,2000,2,1,0,15,0.0625,0.5
christopher his kind,4.11,eng,352,2261,88,2000,3,0,0,24,0.6,0.9
the condor and the cows a south american travel diary,3.8,eng,248,45,9,2000,4,1,0,54,0.0,0.0
a single man,4.1,eng,192,17451,1029,2000,1,0,0,12,-0.07142857142857142,0.21428571428571427
christopher et son monde 1929 1939,4.11,fre,343,1,0,1980,2,0,0,35,0.0,0.0
the love last tycoon,3.65,eng,169,7135,386,1990,2,0,0,27,0.25,0.3333333333333333
about this life,4.13,eng,304,595,56,1990,2,0,0,15,0.0,0.0
arctic dreams,4.21,eng,496,5155,333,2000,4,0,0,13,0.0,0.0
field notes the grace note canyon wren,4.13,eng,176,323,19,2000,2,0,0,46,0.0,0.0
the rediscovery north america,4.06,eng,64,245,37,1990,3,0,0,32,0.0,0.0
deadly feasts tracking secrets terrifying new plague,4.0,eng,272,1121,76,1990,2,0,0,62,-0.3545454545454545,0.6181818181818182
how write advice reflections,3.87,eng,240,162,19,1990,4,0,0,36,0.0,0.0
john james audubon,4.13,eng,528,460,65,2000,2,0,0,18,0.0,0.0
masters death the ss einsatzgruppen invention holocaust,4.05,en-US,335,1864,93,2000,4,0,0,74,0.0,0.0
a hole world an american boyhood,3.9,eng,288,182,24,2000,2,0,0,40,0.0,0.0
the crack up,3.92,eng,347,2477,133,2000,2,1,0,12,0.0,0.0
walden resistance civil government,3.95,eng,482,233,23,1990,3,1,0,40,0.0,0.0
collected essays poems,4.22,eng,703,328,9,2000,2,1,0,26,0.0,0.0
the portable thoreau,4.18,eng,698,666,28,1970,1,1,0,20,0.0,0.0
true harvest readings from henry david thoreau for every day of the year,4.75,eng,304,8,2,2000,4,1,0,73,0.35,0.65
civil disobedience other essays,4.06,eng,188,13736,189,2000,1,0,0,35,-0.125,0.375
walden,3.79,eng,352,128351,3652,2000,2,0,0,6,0.0,0.0
interrupted music the making tolkien mythology,4.21,eng,192,131,8,2000,1,0,0,52,0.0,0.0
touchy feely,3.37,eng,208,86,12,2000,1,0,1,17,0.0,0.0
prey,3.83,eng,352,812,51,1990,4,0,0,4,0.0,0.0
hidden world,3.47,eng,182,58,5,2000,1,0,0,12,-0.16666666666666666,0.3333333333333333
the house that jack built,3.88,eng,385,1596,64,2000,2,0,0,25,0.0,0.0
the riverside milton,4.26,eng,1248,772,19,1990,1,1,0,20,0.0,0.0
how read poem,3.73,eng,182,445,44,2000,4,0,0,18,0.0,0.0
the gatekeeper a memoir,3.78,eng,192,96,10,2000,2,0,0,24,0.0,0.0
the ideology aesthetic,4.11,eng,432,265,13,1990,1,0,0,29,0.0,0.0
marxism literary criticism,3.89,eng,84,646,33,2000,2,0,0,30,0.1,0.1
children god,4.06,eng,451,15158,1417,1990,1,0,1,16,0.0,0.0
when lion feeds,4.19,eng,544,10311,350,2000,4,0,1,20,0.0,0.0
birds prey,4.19,eng,560,8082,191,2000,2,0,1,14,0.0,0.0
alberic wise,3.73,eng,24,103,9,1990,3,1,0,16,0.7,0.9
the hello goodbye window,3.87,en-US,32,8898,1311,2000,2,1,0,25,0.0,0.0
the dot line a romance lower mathematics,4.34,eng,62,57,6,1970,1,0,0,52,0.0,0.0
le royaume fantôme,4.21,fre,251,3,1,2000,1,0,0,18,0.0,0.0
1632,4.04,eng,597,8406,638,2000,2,0,0,4,0.0,0.0
lützen 1632 climax thirty years war,3.56,eng,96,15,1,2000,1,1,0,44,0.0,0.0
marvels,4.22,eng,216,23519,482,2000,1,1,0,7,0.0,0.0
marvels,4.22,eng,398,146,25,2000,1,1,0,7,0.0,0.0
superman back action,3.21,en-US,144,140,12,2000,1,1,0,24,0.05,0.05
spider man saga sandman,3.43,eng,176,46,5,2000,1,1,0,31,0.0,0.0
superman up up away,3.94,eng,192,1681,51,2000,3,1,0,27,0.0,0.0
kingdom come,4.25,eng,231,47513,1000,1990,4,1,0,12,0.0,0.0
fantastic four volume,3.92,eng,264,96,8,2000,1,1,1,24,0.4,0.9
the flash dead heat,3.93,eng,144,216,10,2000,3,1,0,20,-0.2,0.4
fantastic four volume 3,3.95,eng,256,118,5,2000,4,1,1,24,0.4,0.9
underworld unleashed,3.12,eng,176,111,6,1990,2,1,0,20,0.0,0.0
fantastic four vol 5 disassembled,3.28,eng,136,192,13,2000,1,1,1,35,0.4,0.9
devilish,3.46,eng,263,4782,463,2000,3,0,0,8,0.0,0.0
the devilish pleasures duke,3.99,eng,345,938,46,2000,3,0,1,33,0.0,0.0
a devilish dilemma,4.02,eng,288,54,6,1990,1,0,0,18,0.0,0.0
paranoid park,3.63,en-US,180,1109,145,2000,3,0,0,13,0.0,0.0
notes scandal,3.71,eng,244,1154,149,2000,1,0,0,18,0.0,0.0
13 little blue envelopes,3.64,eng,322,70689,4067,2010,4,0,1,25,-0.09375,0.3
my ishmael,4.07,eng,293,8654,412,1990,4,0,1,11,0.0,0.0
ishmael,3.93,eng,256,1485,85,1990,3,0,1,8,0.0,0.0
mumbo jumbo,3.82,fre,292,34,1,1990,1,1,0,11,0.0,0.0
flatland,3.82,eng,176,314,43,2000,3,1,0,8,0.0,0.0
flatland,3.82,eng,272,14,2,2000,1,1,0,8,0.0,0.0
flatland a romance many dimensions,3.82,eng,100,11,1,2000,1,0,0,38,0.5,0.5
flatland a romance many dimensions,3.82,eng,64,4,0,2000,2,0,0,38,0.5,0.5
flatterland,3.71,eng,295,24,3,2000,1,0,0,11,0.0,0.0
american government continuity change,2.83,eng,792,1,0,2000,1,1,0,42,0.0,0.0
essentials american government continuity change,3.5,eng,604,4,0,2000,2,1,0,56,0.0,0.0
american government continuity change texas edition,2.83,eng,1088,0,0,2000,2,1,0,57,0.0,0.0
stardust yesterday,4.09,eng,368,3709,169,2000,2,0,1,22,0.0,0.0
moonage daydream the life times ziggy stardust,4.3,eng,320,450,17,2000,3,1,0,52,0.0,0.0
